peptide_id,sequence,ml_score,prediction
pep_02737,,0.373,Allergen
pep_02738,,0.411,Allergen
pep_02739,,0.345,Allergen
pep_02740,,0.3,Allergen
pep_02741,,0.309,Allergen
pep_02742,,0.407,Allergen
pep_02743,,0.379,Allergen
pep_02744,,0.498,Allergen
pep_02745,,0.325,Allergen
pep_02746,,0.424,Allergen
pep_02747,,0.353,Allergen
pep_02748,,0.329,Allergen
pep_02749,,0.4,Allergen
pep_02752,,0.352,Allergen
pep_02753,,0.33,Allergen
pep_02754,,0.342,Allergen
pep_02755,,0.404,Allergen
pep_02756,,0.393,Allergen
pep_02757,,0.483,Allergen
pep_02758,,0.377,Allergen
pep_02759,,0.425,Allergen
pep_02760,,0.441,Allergen
pep_02761,,0.343,Allergen
pep_02762,,0.276,Allergen
pep_02763,,0.381,Allergen
pep_02764,,0.276,Allergen
pep_02765,,0.303,Allergen
pep_02766,,0.36,Allergen
pep_02767,,0.342,Allergen
pep_02768,,0.247,Allergen
pep_02769,,0.274,Allergen
pep_02770,,0.416,Allergen
pep_02771,,0.35,Allergen
pep_02772,,0.35,Allergen
pep_02773,,0.285,Allergen
pep_02774,,0.346,Allergen
pep_02775,,0.469,Allergen
pep_02776,,0.415,Allergen
pep_02777,,0.412,Allergen
pep_02778,,0.464,Allergen
pep_02779,,0.413,Allergen
pep_02780,,0.363,Allergen
pep_02781,,0.495,Allergen
pep_02782,,0.446,Allergen
pep_02783,,0.415,Allergen
pep_02784,,0.416,Allergen
pep_02785,,0.33,Allergen
pep_02786,,0.362,Allergen
pep_02787,,0.338,Allergen
pep_02788,,0.352,Allergen
pep_02789,,0.37,Allergen
pep_02790,,0.403,Allergen
pep_02791,,0.33,Allergen
pep_02792,,0.327,Allergen
pep_02793,,0.319,Allergen
pep_02794,,0.416,Allergen
pep_02795,,0.385,Allergen
pep_02796,,0.415,Allergen
pep_02797,,0.282,Allergen
pep_02798,,0.395,Allergen
pep_02799,,0.436,Allergen
pep_02802,,0.34,Allergen
pep_02803,,0.503,Allergen
pep_02804,,0.579,Allergen
pep_02805,,0.501,Allergen
pep_02806,,0.48,Allergen
pep_02807,,0.386,Allergen
pep_02808,,0.342,Allergen
pep_02809,,0.357,Allergen
pep_02810,,0.519,Allergen
pep_02811,,0.547,Allergen
pep_02812,,0.586,Allergen
pep_02813,,0.351,Allergen
pep_02814,,0.354,Allergen
pep_02815,,0.42,Allergen
pep_02816,,0.438,Allergen
pep_02817,,0.334,Allergen
pep_02818,,0.356,Allergen
pep_02819,,0.366,Allergen
pep_02820,,0.491,Allergen
pep_02821,,0.61,Allergen
pep_02822,,0.406,Allergen
pep_02823,,0.473,Allergen
pep_02824,,0.525,Allergen
pep_02825,,0.339,Allergen
pep_02826,,0.472,Allergen
pep_02827,,0.338,Allergen
pep_02828,,0.506,Allergen
pep_02829,,0.407,Allergen
pep_02830,,0.304,Allergen
pep_02831,,0.386,Allergen
pep_02832,,0.447,Allergen
pep_02833,,0.371,Allergen
pep_02834,,0.382,Allergen
pep_02835,,0.357,Allergen
pep_02836,,0.31,Allergen
pep_02837,,0.39,Allergen
pep_02838,,0.309,Allergen
pep_02839,,0.316,Allergen
pep_02840,,0.52,Allergen
pep_02841,,0.369,Allergen
pep_02842,,0.397,Allergen
pep_02843,,0.437,Allergen
pep_02844,,0.359,Allergen
pep_02845,,0.354,Allergen
pep_02846,,0.464,Allergen
pep_02847,,0.328,Allergen
pep_02848,,0.391,Allergen
pep_02849,,0.33,Allergen
pep_02852,,0.42,Allergen
pep_02853,,0.327,Allergen
pep_02854,,0.418,Allergen
pep_02855,,0.32,Allergen
pep_02856,,0.412,Allergen
pep_02857,,0.372,Allergen
pep_02858,,0.412,Allergen
pep_02859,,0.401,Allergen
pep_02860,,0.394,Allergen
pep_02861,,0.425,Allergen
pep_02862,,0.405,Allergen
pep_02863,,0.366,Allergen
pep_02864,,0.436,Allergen
pep_02865,,0.317,Allergen
pep_02866,,0.411,Allergen
pep_02867,,0.268,Allergen
pep_02868,,0.381,Allergen
pep_02869,,0.467,Allergen
pep_02870,,0.395,Allergen
pep_02871,,0.522,Allergen
pep_02872,,0.395,Allergen
pep_02873,,0.482,Allergen
pep_02874,,0.369,Allergen
pep_02875,,0.405,Allergen
pep_02876,,0.395,Allergen
pep_02877,,0.559,Allergen
pep_02878,,0.369,Allergen
pep_02879,,0.372,Allergen
pep_02880,,0.491,Allergen
pep_02881,,0.358,Allergen
pep_02882,,0.309,Allergen
pep_02883,,0.349,Allergen
pep_02884,,0.377,Allergen
pep_02885,,0.346,Allergen
pep_02886,,0.621,Allergen
pep_02887,,0.506,Allergen
pep_02888,,0.388,Allergen
pep_02889,,0.357,Allergen
pep_02890,,0.322,Allergen
pep_02891,,0.529,Allergen
pep_02892,,0.329,Allergen
pep_02893,,0.36,Allergen
pep_02894,,0.47,Allergen
pep_02895,,0.326,Allergen
pep_02896,,0.497,Allergen
pep_02897,,0.537,Allergen
pep_02898,,0.38,Allergen
pep_02899,,0.336,Allergen
pep_02902,,0.401,Allergen
pep_02903,,0.484,Allergen
pep_02904,,0.482,Allergen
pep_02905,,0.315,Allergen
pep_02906,,0.492,Allergen
pep_02907,,0.346,Allergen
pep_02908,,0.444,Allergen
pep_02909,,0.516,Allergen
pep_02910,,0.305,Allergen
pep_02911,,0.406,Allergen
pep_02912,,0.353,Allergen
pep_02913,,0.517,Allergen
pep_02914,,0.352,Allergen
pep_02915,,0.38,Allergen
pep_02916,,0.325,Allergen
pep_02917,,0.408,Allergen
pep_02918,,0.32,Allergen
pep_02919,,0.676,Allergen
pep_02920,,0.417,Allergen
pep_02921,,0.508,Allergen
pep_02922,,0.525,Allergen
pep_02923,,0.353,Allergen
pep_02924,,0.395,Allergen
pep_02925,,0.409,Allergen
pep_02926,,0.472,Allergen
pep_02927,,0.469,Allergen
pep_02928,,0.47,Allergen
pep_02929,,0.308,Allergen
pep_02930,,0.363,Allergen
pep_02931,,0.331,Allergen
pep_02932,,0.374,Allergen
pep_02933,,0.403,Allergen
pep_02934,,0.408,Allergen
pep_02935,,0.363,Allergen
pep_02936,,0.335,Allergen
pep_02937,,0.394,Allergen
pep_02938,,0.393,Allergen
pep_02939,,0.399,Allergen
pep_02940,,0.441,Allergen
pep_02941,,0.551,Allergen
pep_02942,,0.397,Allergen
pep_02943,,0.335,Allergen
pep_02944,,0.266,Allergen
pep_02945,,0.342,Allergen
pep_02946,,0.381,Allergen
pep_02947,,0.328,Allergen
pep_02948,,0.366,Allergen
pep_02949,,0.393,Allergen
pep_02952,,0.341,Allergen
pep_02953,,0.334,Allergen
pep_02954,,0.328,Allergen
pep_02955,,0.337,Allergen
pep_02956,,0.184,Allergen
pep_02957,,0.43,Allergen
pep_02958,,0.348,Allergen
pep_02959,,0.306,Allergen
pep_02960,,0.391,Allergen
pep_02961,,0.252,Allergen
pep_02962,,0.371,Allergen
pep_02963,,0.363,Allergen
pep_02964,,0.301,Allergen
pep_02965,,0.416,Allergen
pep_02966,,0.337,Allergen
pep_02967,,0.396,Allergen
pep_02968,,0.312,Allergen
pep_02969,,0.479,Allergen
pep_02970,,0.368,Allergen
pep_02971,,0.378,Allergen
pep_02972,,0.373,Allergen
pep_02973,,0.336,Allergen
pep_02974,,0.313,Allergen
pep_02975,,0.38,Allergen
pep_02976,,0.339,Allergen
pep_02977,,0.355,Allergen
pep_02978,,0.298,Allergen
pep_02979,,0.497,Allergen
pep_02980,,0.452,Allergen
pep_02981,,0.413,Allergen
pep_02982,,0.386,Allergen
pep_02983,,0.35,Allergen
pep_02984,,0.471,Allergen
pep_02985,,0.405,Allergen
pep_02986,,0.374,Allergen
pep_02987,,0.441,Allergen
pep_02988,,0.549,Allergen
pep_02989,,0.334,Allergen
pep_02990,,0.486,Allergen
pep_02991,,0.355,Allergen
pep_02992,,0.314,Allergen
pep_02993,,0.421,Allergen
pep_02994,,0.373,Allergen
pep_02995,,0.577,Allergen
pep_02996,,0.389,Allergen
pep_02997,,0.407,Allergen
pep_02998,,0.384,Allergen
pep_02999,,0.345,Allergen
pep_03002,,0.557,Allergen
pep_03003,,0.408,Allergen
pep_03004,,0.37,Allergen
pep_03005,,0.347,Allergen
pep_03006,,0.391,Allergen
pep_03007,,0.47,Allergen
pep_03008,,0.301,Allergen
pep_03009,,0.323,Allergen
pep_03010,,0.439,Allergen
pep_03011,,0.37,Allergen
pep_03012,,0.336,Allergen
pep_03013,,0.409,Allergen
pep_03014,,0.437,Allergen
pep_03015,,0.476,Allergen
pep_03016,,0.424,Allergen
pep_03017,,0.361,Allergen
pep_03018,,0.302,Allergen
pep_03019,,0.363,Allergen
pep_03020,,0.36,Allergen
pep_03021,,0.302,Allergen
pep_03022,,0.438,Allergen
pep_03023,,0.317,Allergen
pep_03024,,0.336,Allergen
pep_03025,,0.343,Allergen
pep_03026,,0.345,Allergen
pep_03027,,0.63,Allergen
pep_03028,,0.505,Allergen
pep_03029,,0.466,Allergen
pep_03030,,0.344,Allergen
pep_03031,,0.467,Allergen
pep_03032,,0.313,Allergen
pep_03033,,0.421,Allergen
pep_03034,,0.618,Allergen
pep_03035,,0.362,Allergen
pep_03036,,0.301,Allergen
pep_03037,,0.297,Allergen
pep_03038,,0.323,Allergen
pep_03039,,0.328,Allergen
pep_03040,,0.359,Allergen
pep_03041,,0.338,Allergen
pep_03042,,0.316,Allergen
pep_03043,,0.374,Allergen
pep_03044,,0.459,Allergen
pep_03045,,0.434,Allergen
pep_03046,,0.377,Allergen
pep_03047,,0.4,Allergen
pep_03048,,0.306,Allergen
pep_03049,,0.441,Allergen
pep_03052,,0.299,Allergen
pep_03053,,0.396,Allergen
pep_03054,,0.36,Allergen
pep_03055,,0.447,Allergen
pep_03056,,0.341,Allergen
pep_03057,,0.398,Allergen
pep_03058,,0.333,Allergen
pep_03059,,0.38,Allergen
pep_03060,,0.531,Allergen
pep_03061,,0.364,Allergen
pep_03062,,0.377,Allergen
pep_03063,,0.385,Allergen
pep_03064,,0.459,Allergen
pep_03065,,0.431,Allergen
pep_03066,,0.374,Allergen
pep_03067,,0.341,Allergen
pep_03068,,0.393,Allergen
pep_03069,,0.379,Allergen
pep_03070,,0.383,Allergen
pep_03071,,0.498,Allergen
pep_03072,,0.431,Allergen
pep_03073,,0.379,Allergen
pep_03074,,0.545,Allergen
pep_03075,,0.359,Allergen
pep_03076,,0.502,Allergen
pep_03077,,0.367,Allergen
pep_03078,,0.43,Allergen
pep_03079,,0.484,Allergen
pep_03080,,0.374,Allergen
pep_03081,,0.42,Allergen
pep_03082,,0.478,Allergen
pep_03083,,0.424,Allergen
pep_03084,,0.456,Allergen
pep_03085,,0.369,Allergen
pep_03086,,0.328,Allergen
pep_03087,,0.402,Allergen
pep_03088,,0.31,Allergen
pep_03089,,0.301,Allergen
pep_03090,,0.38,Allergen
pep_03091,,0.305,Allergen
pep_03092,,0.363,Allergen
pep_03093,,0.433,Allergen
pep_03094,,0.323,Allergen
pep_03095,,0.284,Allergen
pep_03096,,0.288,Allergen
pep_03097,,0.404,Allergen
pep_03098,,0.367,Allergen
pep_03099,,0.386,Allergen
pep_03102,,0.379,Allergen
pep_03103,,0.361,Allergen
pep_03104,,0.274,Allergen
pep_03105,,0.353,Allergen
pep_03106,,0.364,Allergen
pep_03107,,0.316,Allergen
pep_03108,,0.309,Allergen
pep_03109,,0.37,Allergen
pep_03110,,0.335,Allergen
pep_03111,,0.511,Allergen
pep_03112,,0.332,Allergen
pep_03113,,0.422,Allergen
pep_03114,,0.353,Allergen
pep_03115,,0.396,Allergen
pep_03116,,0.366,Allergen
pep_03117,,0.291,Allergen
pep_03118,,0.491,Allergen
pep_03119,,0.485,Allergen
pep_03120,,0.446,Allergen
pep_03121,,0.41,Allergen
pep_03122,,0.476,Allergen
pep_03123,,0.527,Allergen
pep_03124,,0.362,Allergen
pep_03125,,0.44,Allergen
pep_03126,,0.312,Allergen
pep_03127,,0.288,Allergen
pep_03128,,0.321,Allergen
pep_03129,,0.337,Allergen
pep_03130,,0.374,Allergen
pep_03131,,0.306,Allergen
pep_03132,,0.366,Allergen
pep_03133,,0.387,Allergen
pep_03134,,0.506,Allergen
pep_03135,,0.33,Allergen
pep_03136,,0.337,Allergen
pep_03137,,0.272,Allergen
pep_03138,,0.379,Allergen
pep_03139,,0.347,Allergen
pep_03140,,0.382,Allergen
pep_03141,,0.42,Allergen
pep_03142,,0.382,Allergen
pep_03143,,0.288,Allergen
pep_03144,,0.289,Allergen
pep_03145,,0.384,Allergen
pep_03146,,0.312,Allergen
pep_03147,,0.373,Allergen
pep_03148,,0.562,Allergen
pep_03149,,0.32,Allergen
pep_03152,,0.325,Allergen
pep_03153,,0.322,Allergen
pep_03154,,0.366,Allergen
pep_03155,,0.398,Allergen
pep_03156,,0.382,Allergen
pep_03157,,0.383,Allergen
pep_03158,,0.34,Allergen
pep_03159,,0.336,Allergen
pep_03160,,0.438,Allergen
pep_03161,,0.384,Allergen
pep_03162,,0.345,Allergen
pep_03163,,0.442,Allergen
pep_03164,,0.38,Allergen
pep_03165,,0.311,Allergen
pep_03166,,0.293,Allergen
pep_03167,,0.345,Allergen
pep_03168,,0.367,Allergen
pep_03169,,0.347,Allergen
pep_03170,,0.395,Allergen
pep_03171,,0.247,Allergen
pep_03172,,0.34,Allergen
pep_03173,,0.276,Allergen
pep_03174,,0.279,Allergen
pep_03175,,0.305,Allergen
pep_03176,,0.297,Allergen
pep_03177,,0.386,Allergen
pep_03178,,0.441,Allergen
pep_03179,,0.344,Allergen
pep_03180,,0.335,Allergen
pep_03181,,0.343,Allergen
pep_03182,,0.508,Allergen
pep_03183,,0.424,Allergen
pep_03184,,0.324,Allergen
pep_03185,,0.348,Allergen
pep_03186,,0.319,Allergen
pep_03187,,0.305,Allergen
pep_03188,,0.403,Allergen
pep_03189,,0.343,Allergen
pep_03190,,0.352,Allergen
pep_03191,,0.313,Allergen
pep_03192,,0.338,Allergen
pep_03193,,0.415,Allergen
pep_03194,,0.319,Allergen
pep_03195,,0.478,Allergen
pep_03196,,0.375,Allergen
pep_03197,,0.31,Allergen
pep_03198,,0.506,Allergen
pep_03199,,0.456,Allergen
pep_03202,,0.357,Allergen
pep_03203,,0.401,Allergen
pep_03204,,0.32,Allergen
pep_03205,,0.368,Allergen
pep_03206,,0.319,Allergen
pep_03207,,0.322,Allergen
pep_03208,,0.323,Allergen
pep_03209,,0.336,Allergen
pep_03210,,0.302,Allergen
pep_03211,,0.328,Allergen
pep_03212,,0.329,Allergen
pep_03213,,0.379,Allergen
pep_03214,,0.262,Allergen
pep_03215,,0.354,Allergen
pep_03216,,0.449,Allergen
pep_03217,,0.37,Allergen
pep_03218,,0.424,Allergen
pep_03219,,0.417,Allergen
pep_03220,,0.328,Allergen
pep_03221,,0.415,Allergen
pep_03222,,0.35,Allergen
pep_03223,,0.372,Allergen
pep_03224,,0.355,Allergen
pep_03225,,0.297,Allergen
pep_03226,,0.323,Allergen
pep_03227,,0.306,Allergen
pep_03228,,0.409,Allergen
pep_03229,,0.375,Allergen
pep_03230,,0.307,Allergen
pep_03231,,0.428,Allergen
pep_03232,,0.426,Allergen
pep_03233,,0.413,Allergen
pep_03234,,0.403,Allergen
pep_03235,,0.342,Allergen
pep_03236,,0.341,Allergen
pep_03237,,0.397,Allergen
pep_03238,,0.394,Allergen
pep_03239,,0.406,Allergen
pep_03240,,0.379,Allergen
pep_03241,,0.356,Allergen
pep_03242,,0.382,Allergen
pep_03243,,0.385,Allergen
pep_03244,,0.333,Allergen
pep_03245,,0.32,Allergen
pep_03246,,0.365,Allergen
pep_03247,,0.481,Allergen
pep_03248,,0.357,Allergen
pep_03249,,0.339,Allergen
pep_03252,,0.294,Allergen
pep_03253,,0.397,Allergen
pep_03254,,0.355,Allergen
pep_03255,,0.346,Allergen
pep_03256,,0.339,Allergen
pep_03257,,0.328,Allergen
pep_03258,,0.415,Allergen
pep_03259,,0.352,Allergen
pep_03260,,0.352,Allergen
pep_03261,,0.367,Allergen
pep_03262,,0.306,Allergen
pep_03263,,0.309,Allergen
pep_03264,,0.415,Allergen
pep_03265,,0.42,Allergen
pep_03266,,0.342,Allergen
pep_03267,,0.354,Allergen
pep_03268,,0.353,Allergen
pep_03269,,0.363,Allergen
pep_03270,,0.352,Allergen
pep_03271,,0.392,Allergen
pep_03272,,0.342,Allergen
pep_03273,,0.42,Allergen
pep_03274,,0.409,Allergen
pep_03275,,0.406,Allergen
pep_03276,,0.381,Allergen
pep_03277,,0.44,Allergen
pep_03278,,0.306,Allergen
pep_03279,,0.352,Allergen
pep_03280,,0.346,Allergen
pep_03281,,0.306,Allergen
pep_03282,,0.318,Allergen
pep_03283,,0.396,Allergen
pep_03284,,0.331,Allergen
pep_03285,,0.396,Allergen
pep_03286,,0.271,Allergen
pep_03287,,0.352,Allergen
pep_03288,,0.323,Allergen
pep_03289,,0.287,Allergen
pep_03290,,0.373,Allergen
pep_03291,,0.396,Allergen
pep_03292,,0.369,Allergen
pep_03293,,0.354,Allergen
pep_03294,,0.322,Allergen
pep_03295,,0.34,Allergen
pep_03296,,0.407,Allergen
pep_03297,,0.33,Allergen
pep_03298,,0.412,Allergen
pep_03299,,0.352,Allergen
pep_03302,,0.331,Allergen
pep_03303,,0.407,Allergen
pep_03304,,0.357,Allergen
pep_03305,,0.414,Allergen
pep_03306,,0.367,Allergen
pep_03307,,0.358,Allergen
pep_03308,,0.385,Allergen
pep_03309,,0.415,Allergen
pep_03310,,0.322,Allergen
pep_03311,,0.302,Allergen
pep_03312,,0.382,Allergen
pep_03313,,0.368,Allergen
pep_03314,,0.396,Allergen
pep_03315,,0.381,Allergen
pep_03316,,0.345,Allergen
pep_03317,,0.312,Allergen
pep_03318,,0.35,Allergen
pep_03319,,0.333,Allergen
pep_03320,,0.406,Allergen
pep_03321,,0.343,Allergen
pep_03322,,0.367,Allergen
pep_03323,,0.393,Allergen
pep_03324,,0.366,Allergen
pep_03325,,0.322,Allergen
pep_03326,,0.331,Allergen
pep_03327,,0.341,Allergen
pep_03328,,0.377,Allergen
pep_03329,,0.353,Allergen
pep_03330,,0.306,Allergen
pep_03331,,0.353,Allergen
pep_03332,,0.387,Allergen
pep_03333,,0.346,Allergen
pep_03334,,0.314,Allergen
pep_03335,,0.31,Allergen
pep_03336,,0.309,Allergen
pep_03337,,0.333,Allergen
pep_03338,,0.272,Allergen
pep_03339,,0.339,Allergen
pep_03340,,0.34,Allergen
pep_03341,,0.348,Allergen
pep_03342,,0.318,Allergen
pep_03343,,0.379,Allergen
pep_03344,,0.314,Allergen
pep_03345,,0.323,Allergen
pep_03346,,0.378,Allergen
pep_03347,,0.36,Allergen
pep_03348,,0.32,Allergen
pep_03349,,0.428,Allergen
pep_03352,,0.4,Allergen
pep_03353,,0.366,Allergen
pep_03354,,0.348,Allergen
pep_03355,,0.344,Allergen
pep_03356,,0.419,Allergen
pep_03357,,0.315,Allergen
pep_03358,,0.303,Allergen
pep_03359,,0.334,Allergen
pep_03360,,0.318,Allergen
pep_03361,,0.325,Allergen
pep_03362,,0.34,Allergen
pep_03363,,0.304,Allergen
pep_03364,,0.34,Allergen
pep_03365,,0.368,Allergen
pep_03366,,0.373,Allergen
pep_03367,,0.343,Allergen
pep_03368,,0.321,Allergen
pep_03369,,0.37,Allergen
pep_03370,,0.346,Allergen
pep_03371,,0.341,Allergen
pep_03372,,0.377,Allergen
pep_03373,,0.309,Allergen
pep_03374,,0.362,Allergen
pep_03375,,0.378,Allergen
pep_03376,,0.329,Allergen
pep_03377,,0.405,Allergen
pep_03378,,0.356,Allergen
pep_03379,,0.446,Allergen
pep_03380,,0.337,Allergen
pep_03381,,0.288,Allergen
pep_03382,,0.342,Allergen
pep_03383,,0.355,Allergen
pep_03384,,0.36,Allergen
pep_03385,,0.31,Allergen
pep_03386,,0.352,Allergen
pep_03387,,0.314,Allergen
pep_03388,,0.357,Allergen
pep_03389,,0.451,Allergen
pep_03390,,0.301,Allergen
pep_03391,,0.349,Allergen
pep_03392,,0.296,Allergen
pep_03393,,0.309,Allergen
pep_03394,,0.292,Allergen
pep_03395,,0.314,Allergen
pep_03396,,0.278,Allergen
pep_03397,,0.289,Allergen
pep_03398,,0.328,Allergen
pep_03399,,0.374,Allergen
pep_03402,,0.276,Allergen
pep_03403,,0.295,Allergen
pep_03404,,0.309,Allergen
pep_03405,,0.307,Allergen
pep_03406,,0.253,Allergen
pep_03407,,0.368,Allergen
pep_03408,,0.268,Allergen
pep_03409,,0.303,Allergen
pep_03410,,0.308,Allergen
pep_03411,,0.319,Allergen
pep_03412,,0.303,Allergen
pep_03413,,0.371,Allergen
pep_03414,,0.287,Allergen
pep_03415,,0.346,Allergen
pep_03416,,0.294,Allergen
pep_03417,,0.276,Allergen
pep_03418,,0.337,Allergen
pep_03419,,0.277,Allergen
pep_03420,,0.235,Allergen
pep_03421,,0.312,Allergen
pep_03422,,0.313,Allergen
pep_03423,,0.27,Allergen
pep_03424,,0.236,Allergen
pep_03425,,0.253,Allergen
pep_03426,,0.263,Allergen
pep_03427,,0.311,Allergen
pep_03428,,0.34,Allergen
pep_03429,,0.382,Allergen
pep_03430,,0.399,Allergen
pep_03431,,0.338,Allergen
pep_03432,,0.297,Allergen
pep_03433,,0.343,Allergen
pep_03434,,0.382,Allergen
pep_03435,,0.374,Allergen
pep_03436,,0.328,Allergen
pep_03437,,0.315,Allergen
pep_03438,,0.336,Allergen
pep_03439,,0.301,Allergen
pep_03440,,0.193,Allergen
pep_03441,,0.395,Allergen
pep_03442,,0.339,Allergen
pep_03443,,0.43,Allergen
pep_03444,,0.368,Allergen
pep_03445,,0.349,Allergen
pep_03446,,0.27,Allergen
pep_03447,,0.337,Allergen
pep_03448,,0.377,Allergen
pep_03449,,0.321,Allergen
pep_03452,,0.412,Allergen
pep_03453,,0.467,Allergen
pep_03454,,0.387,Allergen
pep_03455,,0.417,Allergen
pep_03456,,0.437,Allergen
pep_03457,,0.396,Allergen
pep_03458,,0.441,Allergen
pep_03459,,0.317,Allergen
pep_03460,,0.399,Allergen
pep_03461,,0.366,Allergen
pep_03462,,0.322,Allergen
pep_03463,,0.344,Allergen
pep_03464,,0.336,Allergen
pep_03465,,0.356,Allergen
pep_03466,,0.385,Allergen
pep_03467,,0.449,Allergen
pep_03468,,0.423,Allergen
pep_03469,,0.355,Allergen
pep_03470,,0.339,Allergen
pep_03471,,0.387,Allergen
pep_03472,,0.394,Allergen
pep_03473,,0.377,Allergen
pep_03474,,0.379,Allergen
pep_03475,,0.417,Allergen
pep_03476,,0.377,Allergen
pep_03477,,0.386,Allergen
pep_03478,,0.418,Allergen
pep_03479,,0.475,Allergen
pep_03480,,0.487,Allergen
pep_03481,,0.366,Allergen
pep_03482,,0.43,Allergen
pep_03483,,0.444,Allergen
pep_03484,,0.331,Allergen
pep_03485,,0.368,Allergen
pep_03486,,0.387,Allergen
pep_03487,,0.343,Allergen
pep_03488,,0.382,Allergen
pep_03489,,0.367,Allergen
pep_03490,,0.372,Allergen
pep_03491,,0.435,Allergen
pep_03492,,0.463,Allergen
pep_03493,,0.383,Allergen
pep_03494,,0.429,Allergen
pep_03495,,0.382,Allergen
pep_03496,,0.366,Allergen
pep_03497,,0.387,Allergen
pep_03498,,0.341,Allergen
pep_03499,,0.435,Allergen
pep_03502,,0.337,Allergen
pep_03503,,0.448,Allergen
pep_03504,,0.424,Allergen
pep_03505,,0.445,Allergen
pep_03506,,0.373,Allergen
pep_03507,,0.379,Allergen
pep_03508,,0.309,Allergen
pep_03509,,0.27,Allergen
pep_03510,,0.412,Allergen
pep_03511,,0.318,Allergen
pep_03512,,0.303,Allergen
pep_03513,,0.324,Allergen
pep_03514,,0.302,Allergen
pep_03515,,0.34,Allergen
pep_03516,,0.372,Allergen
pep_03517,,0.37,Allergen
pep_03518,,0.301,Allergen
pep_03519,,0.412,Allergen
pep_03520,,0.435,Allergen
pep_03521,,0.328,Allergen
pep_03522,,0.354,Allergen
pep_03523,,0.354,Allergen
pep_03524,,0.353,Allergen
pep_03525,,0.305,Allergen
pep_03526,,0.344,Allergen
pep_03527,,0.344,Allergen
pep_03528,,0.344,Allergen
pep_03529,,0.323,Allergen
pep_03530,,0.394,Allergen
pep_03531,,0.342,Allergen
pep_03532,,0.303,Allergen
pep_03533,,0.273,Allergen
pep_03534,,0.273,Allergen
pep_03535,,0.352,Allergen
pep_03536,,0.282,Allergen
pep_03537,,0.31,Allergen
pep_03538,,0.302,Allergen
pep_03539,,0.307,Allergen
pep_03540,,0.36,Allergen
pep_03541,,0.321,Allergen
pep_03542,,0.324,Allergen
pep_03543,,0.299,Allergen
pep_03544,,0.37,Allergen
pep_03545,,0.371,Allergen
pep_03546,,0.378,Allergen
pep_03547,,0.387,Allergen
pep_03548,,0.491,Allergen
pep_03549,,0.387,Allergen
pep_03552,,0.324,Allergen
pep_03553,,0.418,Allergen
pep_03554,,0.37,Allergen
pep_03555,,0.424,Allergen
pep_03556,,0.352,Allergen
pep_03557,,0.361,Allergen
pep_03558,,0.373,Allergen
pep_03559,,0.343,Allergen
pep_03560,,0.302,Allergen
pep_03561,,0.371,Allergen
pep_03562,,0.417,Allergen
pep_03563,,0.317,Allergen
pep_03564,,0.298,Allergen
pep_03565,,0.297,Allergen
pep_03566,,0.279,Allergen
pep_03567,,0.375,Allergen
pep_03568,,0.376,Allergen
pep_03569,,0.437,Allergen
pep_03570,,0.319,Allergen
pep_03571,,0.392,Allergen
pep_03572,,0.327,Allergen
pep_03573,,0.39,Allergen
pep_03574,,0.409,Allergen
pep_03575,,0.307,Allergen
pep_03576,,0.456,Allergen
pep_03577,,0.456,Allergen
pep_03578,,0.373,Allergen
pep_03579,,0.352,Allergen
pep_03580,,0.266,Allergen
pep_03581,,0.363,Allergen
pep_03582,,0.334,Allergen
pep_03583,,0.318,Allergen
pep_03584,,0.345,Allergen
pep_03585,,0.325,Allergen
pep_03586,,0.227,Allergen
pep_03587,,0.332,Allergen
pep_03588,,0.277,Allergen
pep_03589,,0.372,Allergen
pep_03590,,0.339,Allergen
pep_03591,,0.345,Allergen
pep_03592,,0.362,Allergen
pep_03593,,0.346,Allergen
pep_03594,,0.406,Allergen
pep_03595,,0.266,Allergen
pep_03596,,0.34,Allergen
pep_03597,,0.344,Allergen
pep_03598,,0.352,Allergen
pep_03599,,0.325,Allergen
pep_03602,,0.379,Allergen
pep_03603,,0.37,Allergen
pep_03604,,0.293,Allergen
pep_03605,,0.444,Allergen
pep_03606,,0.306,Allergen
pep_03607,,0.378,Allergen
pep_03608,,0.302,Allergen
pep_03609,,0.31,Allergen
pep_03610,,0.409,Allergen
pep_03611,,0.408,Allergen
pep_03612,,0.323,Allergen
pep_03613,,0.284,Allergen
pep_03614,,0.352,Allergen
pep_03615,,0.31,Allergen
pep_03616,,0.321,Allergen
pep_03617,,0.315,Allergen
pep_03618,,0.379,Allergen
pep_03619,,0.34,Allergen
pep_03620,,0.459,Allergen
pep_03621,,0.463,Allergen
pep_03622,,0.423,Allergen
pep_03623,,0.435,Allergen
pep_03624,,0.374,Allergen
pep_03625,,0.293,Allergen
pep_03626,,0.319,Allergen
pep_03627,,0.291,Allergen
pep_03628,,0.318,Allergen
pep_03629,,0.317,Allergen
pep_03630,,0.308,Allergen
pep_03631,,0.326,Allergen
pep_03632,,0.325,Allergen
pep_03633,,0.344,Allergen
pep_03634,,0.305,Allergen
pep_03635,,0.318,Allergen
pep_03636,,0.272,Allergen
pep_03637,,0.361,Allergen
pep_03638,,0.293,Allergen
pep_03639,,0.302,Allergen
pep_03640,,0.345,Allergen
pep_03641,,0.376,Allergen
pep_03642,,0.34,Allergen
pep_03643,,0.311,Allergen
pep_03644,,0.286,Allergen
pep_03645,,0.325,Allergen
